25
2	22	-1	-1
7	22	-1	-1
12	22	-1	-1
17	22	-1	-1
22	22	-1	-1
2	17	-1	-1
7	17	-1	-1
12	17	-1	-1
17	17	-1	-1
22	17	-1	-1
2	12	-1	-1
7	12	-1	-1
12	12	-1	-1
17	12	-1	-1
22	12	-1	-1
2	7	-1	-1
7	7	-1	-1
12	7	-1	-1
17	7	-1	-1
22	7	-1	-1
2	2	-1	-1
7	2	-1	-1
12	2	-1	-1
17	2	-1	-1
22	2	-1	-1
80
1	1	2	0	1.0	50.0	2400.0	0	0	0.02	0.02
2	1	6	0	1.0	50.0	2400.0	0	0	0.02	0.02
3	2	1	0	1.0	50.0	2400.0	0	0	0.02	0.02
4	2	3	0	1.0	50.0	2400.0	0	0	0.02	0.02
5	2	7	0	1.0	50.0	2400.0	0	0	0.02	0.02
6	3	2	0	1.0	50.0	2400.0	0	0	0.02	0.02
7	3	4	0	1.0	50.0	2400.0	0	0	0.02	0.02
8	3	8	0	1.0	50.0	2400.0	0	0	0.02	0.02
9	4	3	0	1.0	50.0	2400.0	0	0	0.02	0.02
10	4	5	0	1.0	50.0	2400.0	0	0	0.02	0.02
11	4	9	0	1.0	50.0	2400.0	0	0	0.02	0.02
12	5	4	0	1.0	50.0	2400.0	0	0	0.02	0.02
13	5	10	0	1.0	50.0	2400.0	0	0	0.02	0.02
14	6	1	0	1.0	50.0	2400.0	0	0	0.02	0.02
15	6	7	0	1.0	50.0	2400.0	0	0	0.02	0.02
16	6	11	0	1.0	50.0	2400.0	0	0	0.02	0.02
17	7	2	0	1.0	50.0	2400.0	0	0	0.02	0.02
18	7	6	0	1.0	50.0	2400.0	0	0	0.02	0.02
19	7	12	0	1.0	50.0	2400.0	0	0	0.02	0.02
20	7	8	0	1.0	50.0	2400.0	0	0	0.02	0.02
21	8	3	0	1.0	50.0	2400.0	0	0	0.02	0.02
22	8	7	0	1.0	50.0	2400.0	0	0	0.02	0.02
23	8	13	0	1.0	50.0	2400.0	0	0	0.02	0.02
24	8	9	0	1.0	50.0	2400.0	0	0	0.02	0.02
25	9	4	0	1.0	50.0	2400.0	0	0	0.02	0.02
26	9	8	0	1.0	50.0	2400.0	0	0	0.02	0.02
27	9	14	0	1.0	50.0	2400.0	0	0	0.02	0.02
28	9	10	0	1.0	50.0	2400.0	0	0	0.02	0.02
29	10	5	0	1.0	50.0	2400.0	0	0	0.02	0.02
30	10	15	0	1.0	50.0	2400.0	0	0	0.02	0.02
31	10	9	0	1.0	50.0	2400.0	0	0	0.02	0.02
32	11	6	0	1.0	50.0	2400.0	0	0	0.02	0.02
33	11	12	0	1.0	50.0	2400.0	0	0	0.02	0.02
34	11	16	0	1.0	50.0	2400.0	0	0	0.02	0.02
35	12	7	0	1.0	50.0	2400.0	0	0	0.02	0.02
36	12	11	0	1.0	50.0	2400.0	0	0	0.02	0.02
37	12	17	0	1.0	50.0	2400.0	0	0	0.02	0.02
38	12	13	0	1.0	50.0	2400.0	0	0	0.02	0.02
39	13	8	0	1.0	50.0	2400.0	0	0	0.02	0.02
40	13	12	0	1.0	50.0	2400.0	0	0	0.02	0.02
41	13	18	0	1.0	50.0	2400.0	0	0	0.02	0.02
42	13	14	0	1.0	50.0	2400.0	0	0	0.02	0.02
43	14	9	0	1.0	50.0	2400.0	0	0	0.02	0.02
44	14	13	0	1.0	50.0	2400.0	0	0	0.02	0.02
45	14	19	0	1.0	50.0	2400.0	0	0	0.02	0.02
46	14	15	0	1.0	50.0	2400.0	0	0	0.02	0.02
47	15	10	0	1.0	50.0	2400.0	0	0	0.02	0.02
48	15	20	0	1.0	50.0	2400.0	0	0	0.02	0.02
49	15	14	0	1.0	50.0	2400.0	0	0	0.02	0.02
50	16	11	0	1.0	50.0	2400.0	0	0	0.02	0.02
51	16	17	0	1.0	50.0	2400.0	0	0	0.02	0.02
52	16	21	0	1.0	50.0	2400.0	0	0	0.02	0.02
53	17	12	0	1.0	50.0	2400.0	0	0	0.02	0.02
54	17	16	0	1.0	50.0	2400.0	0	0	0.02	0.02
55	17	22	0	1.0	50.0	2400.0	0	0	0.02	0.02
56	17	18	0	1.0	50.0	2400.0	0	0	0.02	0.02
57	18	13	0	1.0	50.0	2400.0	0	0	0.02	0.02
58	18	17	0	1.0	50.0	2400.0	0	0	0.02	0.02
59	18	23	0	1.0	50.0	2400.0	0	0	0.02	0.02
60	18	19	0	1.0	50.0	2400.0	0	0	0.02	0.02
61	19	14	0	1.0	50.0	2400.0	0	0	0.02	0.02
62	19	18	0	1.0	50.0	2400.0	0	0	0.02	0.02
63	19	24	0	1.0	50.0	2400.0	0	0	0.02	0.02
64	19	20	0	1.0	50.0	2400.0	0	0	0.02	0.02
65	20	15	0	1.0	50.0	2400.0	0	0	0.02	0.02
66	20	25	0	1.0	50.0	2400.0	0	0	0.02	0.02
67	20	19	0	1.0	50.0	2400.0	0	0	0.02	0.02
68	21	16	0	1.0	50.0	2400.0	0	0	0.02	0.02
69	21	22	0	1.0	50.0	2400.0	0	0	0.02	0.02
70	22	21	0	1.0	50.0	2400.0	0	0	0.02	0.02
71	22	17	0	1.0	50.0	2400.0	0	0	0.02	0.02
72	22	23	0	1.0	50.0	2400.0	0	0	0.02	0.02
73	23	22	0	1.0	50.0	2400.0	0	0	0.02	0.02
74	23	18	0	1.0	50.0	2400.0	0	0	0.02	0.02
75	23	24	0	1.0	50.0	2400.0	0	0	0.02	0.02
