0.00427998	0.106014817
0.043651768	0.323805361
0.6368079	0.294344071
0.560068844	0.055338728
0.012165801	0.04748683
0.285898706	0.399115772
0.251419569	0.257540084
0.853941321	0.629797001
0.800089054	0.413137549
0.875256604	0.559197074
0.46775255	0.339018674
0.050135419	0.017112282
0.037026651	0.577842629
0.191645567	0.974747219
0.133434447	0.592333705
0.611394869	0.1616519
0.967239531	0.869604207
0.129974845	0.561049558
0.143136288	0.141632642
0.416505146	0.815628205
0.748277676	0.167783516
0.56154021	0.855429748
0.331412958	0.950730464
0.669787771	0.855108533
0.138650466	0.17445276
0.896175626	0.760086958
0.912104421	0.404809339
0.457064819	0.779241526
0.020736618	0.046437737
0.197695667	0.137544625
0.866523544	0.364881412
0.377334102	0.602091881
0.335853814	0.819035297
0.410307354	0.429286078
0.478619436	0.953244643
0.484708423	0.437478083
0.704380981	0.770150836
0.659855778	0.885412948
0.7109493	0.389697366
0.563585878	0.16571726
0.105485439	0.975106399
0.10464377	0.057623863
0.275799389	0.760096744
0.914212371	0.758165868
0.839847431	0.526921081
0.876000505	0.319888403
0.090184828	0.880282749
0.894919265	0.588215518
0.734429915	0.478478588
0.42890458	0.142154478
0.081633509	0.388199752
0.158839297	0.738423554
0.519354736	0.464153466
0.764560567	0.255600032
0.273490726	0.922885511
0.266343056	0.550562521
0.965544452	0.068957115
0.486984892	0.761284781
0.536024927	0.175958755
0.837668786	0.939664
0.39924744	0.692948757
0.561480786	0.724556981
0.667656698	0.319787094
0.325006394	0.456426017
0.327920211	0.562884006
0.458281182	0.257077192
0.967922246	0.600699045
0.808551622	0.186905028
0.584115821	0.610786714
0.239617557	0.296055762
0.460274766	0.411115098
0.334790233	0.306095608
0.428230669	0.997865158
0.708633537	0.402033433
0.614647387	0.592831264
0.143899521	0.257207627
0.975841258	0.544945157
0.13170383	0.416867301
0.400908519	0.114708602
0.208088666	0.263713006
0.203840871	0.295427779
0.328276024	0.467241324
0.221799604	0.009108647
0.607376015	0.814960603
0.757871138	0.524678826
0.398949891	0.227505444
0.895242296	0.511874906
0.933704741	0.077026857
0.17011293	0.951620272
0.319282483	0.355588416
0.65328321	0.817114396
0.906723388	0.349276369
0.387820638	0.107655279
0.642078763	0.107485016
0.429503212	0.273034447
0.425594376	0.931997294
0.900300907	0.532898376
0.28286958	0.71990962
0.081455043	0.063003841
0.749275284	0.347629403
0.333289706	0.620162807
0.778291142	0.152539019
0.658192504	0.660714038
0.301906095	0.268622297
0.420217656	0.596462086
0.965977656	0.423992693
0.299573835	0.105981064
0.049147389	0.309828284
