56
47	2	-1	-1
47	7	-1	-1
47	12	-1	-1
47	17	-1	-1
47	22	-1	-1
47	27	-1	-1
47	32	-1	-1
42	2	-1	-1
42	7	-1	-1
42	12	-1	-1
42	17	-1	-1
42	22	-1	-1
42	27	-1	-1
37	2	-1	-1
37	7	-1	-1
37	12	-1	-1
37	17	-1	-1
37	22	-1	-1
32	2	-1	-1
32	7	-1	-1
32	12	-1	-1
32	17	-1	-1
27	2	-1	-1
27	7	-1	-1
27	12	-1	-1
22	2	-1	-1
22	7	-1	-1
17	2	-1	-1
32	47	-1	-1
27	42	-1	-1
27	47	-1	-1
22	37	-1	-1
22	42	-1	-1
22	47	-1	-1
17	32	-1	-1
17	37	-1	-1
17	42	-1	-1
17	47	-1	-1
12	27	-1	-1
12	32	-1	-1
12	37	-1	-1
12	42	-1	-1
12	47	-1	-1
7	22	-1	-1
7	27	-1	-1
7	32	-1	-1
7	37	-1	-1
7	42	-1	-1
7	47	-1	-1
2	17	-1	-1
2	22	-1	-1
2	27	-1	-1
2	32	-1	-1
2	37	-1	-1
2	42	-1	-1
2	47	-1	-1
198
1	1	2	0	1	50	2400	0	0	0.02	0.02
2	1	8	0	1	50	2400	0	0	0.02	0.02
3	2	1	0	1	50	2400	0	0	0.02	0.02
4	2	3	0	1	50	2400	0	0	0.02	0.02
5	2	9	0	1	50	2400	0	0	0.02	0.02
6	3	2	0	1	50	2400	0	0	0.02	0.02
7	3	4	0	1	50	2400	0	0	0.02	0.02
8	3	10	0	1	50	2400	0	0	0.02	0.02
9	4	3	0	1	50	2400	0	0	0.02	0.02
10	4	5	0	1	50	2400	0	0	0.02	0.02
11	4	11	0	1	50	2400	0	0	0.02	0.02
12	5	4	0	1	50	2400	0	0	0.02	0.02
13	5	6	0	1	50	2400	0	0	0.02	0.02
14	5	12	0	1	50	2400	0	0	0.02	0.02
15	6	5	0	1	50	2400	0	0	0.02	0.02
16	6	7	0	1	50	2400	0	0	0.02	0.02
17	6	13	0	1	50	2400	0	0	0.02	0.02
18	7	6	0	1	50	2400	0	0	0.02	0.02
19	7	13	0	1.4142135	50	2400	0	0	0.02828427	0.02828427
20	7	29	0	4.2426405	100	4800	0	0	0.042426407	0.042426407
21	8	1	0	1	50	2400	0	0	0.02	0.02
22	8	9	0	1	50	2400	0	0	0.02	0.02
23	8	14	0	1	50	2400	0	0	0.02	0.02
24	9	2	0	1	50	2400	0	0	0.02	0.02
25	9	8	0	1	50	2400	0	0	0.02	0.02
26	9	15	0	1	50	2400	0	0	0.02	0.02
27	9	10	0	1	50	2400	0	0	0.02	0.02
28	10	3	0	1	50	2400	0	0	0.02	0.02
29	10	9	0	1	50	2400	0	0	0.02	0.02
30	10	16	0	1	50	2400	0	0	0.02	0.02
31	10	11	0	1	50	2400	0	0	0.02	0.02
32	11	4	0	1	50	2400	0	0	0.02	0.02
33	11	10	0	1	50	2400	0	0	0.02	0.02
34	11	17	0	1	50	2400	0	0	0.02	0.02
35	11	12	0	1	50	2400	0	0	0.02	0.02
36	12	5	0	1	50	2400	0	0	0.02	0.02
37	12	11	0	1	50	2400	0	0	0.02	0.02
38	12	18	0	1	50	2400	0	0	0.02	0.02
39	12	13	0	1	50	2400	0	0	0.02	0.02
40	13	18	0	1.4142135	50	2400	0	0	0.02828427	0.02828427
41	13	7	0	1.4142135	50	2400	0	0	0.02828427	0.02828427
42	13	6	0	1	50	2400	0	0	0.02	0.02
43	13	12	0	1	50	2400	0	0	0.02	0.02
44	14	8	0	1	50	2400	0	0	0.02	0.02
45	14	19	0	1	50	2400	0	0	0.02	0.02
46	14	15	0	1	50	2400	0	0	0.02	0.02
47	15	9	0	1	50	2400	0	0	0.02	0.02
48	15	14	0	1	50	2400	0	0	0.02	0.02
